CustomerID,Recency,Frequency,Monetary,AvgOrderValue,OrderValueStd,TotalItems,AvgItemsPerOrder,FirstPurchase,LastPurchase,ProductVariety,CustomerLifetime,ItemsPerOrder,Cluster,Silhouette_Score,SegmentName
12393,72,4,1582.6000000000001,24.728125000000002,18.045403220237354,816,12.75,2011-01-11 09:47:00,2011-09-28 15:41:00,1,260,204.0,3,0.6036560122855263,💎 Loyal Customers
12394,64,2,1272.48,47.12888888888889,64.92458923381407,819,30.333333333333332,2011-05-06 14:01:00,2011-10-07 08:08:00,1,153,409.5,3,0.602311450724189,💎 Loyal Customers
12395,19,12,3018.63,19.350192307692307,12.640153861413182,2118,13.576923076923077,2010-12-03 16:35:00,2011-11-20 15:21:00,1,351,176.5,3,0.5431670888268897,💎 Loyal Customers
12397,36,2,2409.9,19.126190476190477,15.703009487720134,1263,10.023809523809524,2011-07-27 14:21:00,2011-11-04 09:52:00,1,99,631.5,3,0.6774816992923232,💎 Loyal Customers
12398,46,1,1635.6599999999999,19.24305882352941,22.43008874276701,1394,16.4,2011-10-25 10:27:00,2011-10-25 10:27:00,1,0,1394.0,3,0.6442506351972341,💎 Loyal Customers
12399,119,4,1108.65,18.790677966101697,10.491168020243927,1178,19.966101694915253,2011-03-23 09:42:00,2011-08-12 13:15:00,1,142,294.5,3,0.2742125604470605,💎 Loyal Customers
12401,303,1,84.3,16.86,5.419340365764086,11,2.2,2011-02-09 13:50:00,2011-02-09 13:50:00,1,0,11.0,0,0.6857386384898334,⚠️ At-Risk Customers
12402,323,1,225.6,20.509090909090908,7.2340105813379285,94,8.545454545454545,2011-01-20 13:49:00,2011-01-20 13:49:00,1,0,94.0,0,0.6676041077858326,⚠️ At-Risk Customers
12403,50,1,427.7,85.53999999999999,64.97959679776415,96,19.2,2011-10-21 10:51:00,2011-10-21 10:51:00,1,0,96.0,3,0.5521281960520136,💎 Loyal Customers
12405,149,1,1710.39,31.67388888888889,42.769103308331616,857,15.87037037037037,2011-07-14 08:52:00,2011-07-14 08:52:00,1,0,857.0,0,0.15802766188218248,⚠️ At-Risk Customers
12406,22,2,3415.3,32.52666666666667,23.678103145939364,1818,17.314285714285713,2011-06-09 10:23:00,2011-11-17 19:22:00,1,161,909.0,3,0.6664286665746102,💎 Loyal Customers
12407,50,5,1708.1200000000001,22.183376623376624,16.695276404955607,1416,18.38961038961039,2011-03-20 13:21:00,2011-10-21 10:11:00,1,214,283.2,3,0.6685147557880068,💎 Loyal Customers
12408,33,5,2888.55,27.51,24.172746971617563,1409,13.41904761904762,2011-03-24 14:46:00,2011-11-07 12:27:00,1,227,281.8,3,0.6858043251303736,💎 Loyal Customers
12409,79,3,11072.67,101.58412844036697,61.50616794139595,5551,50.92660550458716,2011-06-10 12:19:00,2011-09-22 10:38:00,1,103,1850.3333333333333,3,0.3226020335936222,💎 Loyal Customers
12410,309,2,693.3299999999999,26.666538461538458,28.210280245656218,211,8.115384615384615,2011-02-04 10:38:00,2011-02-04 10:39:00,1,0,105.5,0,0.6769963952883815,⚠️ At-Risk Customers
12412,75,3,1226.88,20.112786885245903,12.510621638051878,829,13.59016393442623,2011-06-23 13:51:00,2011-09-26 10:16:00,1,94,276.3333333333333,3,0.5886759880293962,💎 Loyal Customers
12413,67,3,758.1,19.95,10.267213627643855,286,7.526315789473684,2011-01-06 16:12:00,2011-10-04 09:00:00,1,270,95.33333333333333,3,0.6222420440985584,💎 Loyal Customers
12414,217,3,562.41,31.244999999999997,18.57288607241275,300,16.666666666666668,2011-02-02 14:51:00,2011-05-06 14:51:00,1,93,100.0,0,0.5973202040649132,⚠️ At-Risk Customers
12415,24,20,124914.53,174.95032212885152,181.1023956131187,77374,108.36694677871148,2011-01-06 11:12:00,2011-11-15 14:22:00,1,313,3868.7,1,0.1718417861766954,🌟 VIP Champions
12417,3,9,3649.1,19.005729166666665,11.076127647062123,1552,8.083333333333334,2010-12-17 11:51:00,2011-12-06 14:52:00,1,354,172.44444444444446,3,0.6195384285152067,💎 Loyal Customers
12418,113,1,668.58,19.664117647058823,16.13403350302239,407,11.970588235294118,2011-08-19 11:08:00,2011-08-19 11:08:00,1,0,407.0,3,0.2721927051687593,💎 Loyal Customers
12420,64,1,600.39,20.70310344827586,9.201862041164851,345,11.89655172413793,2011-10-07 08:55:00,2011-10-07 08:55:00,1,0,345.0,3,0.594686679659569,💎 Loyal Customers
12421,16,4,807.04,17.93422222222222,11.561200883065126,484,10.755555555555556,2011-01-24 15:09:00,2011-11-24 09:07:00,1,303,121.0,3,0.7098249186936032,💎 Loyal Customers
12422,96,3,803.5600000000001,20.604102564102565,17.520070403299535,370,9.487179487179487,2011-01-19 09:13:00,2011-09-05 09:48:00,1,229,123.33333333333333,3,0.4613964259714432,💎 Loyal Customers
12423,1,8,1859.31,14.87448,7.838852929581782,1339,10.712,2010-12-21 10:54:00,2011-12-09 10:10:00,1,352,167.375,3,0.647794282665361,💎 Loyal Customers
12424,163,1,1760.96,58.69866666666667,62.474226064024606,740,24.666666666666668,2011-06-30 12:06:00,2011-06-30 12:06:00,1,0,740.0,0,0.2807279793838146,⚠️ At-Risk Customers
12425,78,1,777.2,21.58888888888889,14.685976941632408,496,13.777777777777779,2011-09-22 17:31:00,2011-09-22 17:31:00,1,0,496.0,3,0.5329336237899558,💎 Loyal Customers
12426,195,1,582.73,19.424333333333333,11.490219434096032,258,8.6,2011-05-29 12:26:00,2011-05-29 12:26:00,1,0,258.0,0,0.5375898839869125,⚠️ At-Risk Customers
12427,22,3,825.8,26.638709677419353,17.504324559364463,533,17.193548387096776,2010-12-03 10:44:00,2011-11-18 08:56:00,1,349,177.66666666666666,3,0.7077566965244629,💎 Loyal Customers
12428,26,9,7956.46,27.062789115646257,43.42766763742172,3536,12.02721088435374,2011-03-01 09:33:00,2011-11-14 08:22:00,1,257,392.8888888888889,3,0.5380297232709906,💎 Loyal Customers
12429,9,4,3750.4,38.66391752577319,35.84802256740429,1557,16.051546391752577,2010-12-09 12:05:00,2011-11-30 17:22:00,1,356,389.25,3,0.6760320205309072,💎 Loyal Customers
12430,43,1,256.4,23.30909090909091,14.033241574593845,117,10.636363636363637,2011-10-27 15:09:00,2011-10-27 15:09:00,1,0,117.0,3,0.6483174634403381,💎 Loyal Customers
12431,36,15,6487.45,27.606170212765957,50.33543798253851,2906,12.36595744680851,2010-12-01 10:03:00,2011-11-04 11:55:00,1,338,193.73333333333332,3,0.43329571352537094,💎 Loyal Customers
12432,43,5,5059.32,46.845555555555556,75.6796474737069,1801,16.675925925925927,2011-06-20 13:27:00,2011-10-28 11:43:00,1,129,360.2,3,0.617475208529822,💎 Loyal Customers
12433,1,7,13375.87,31.847309523809525,27.0369316523465,11071,26.35952380952381,2010-12-01 13:24:00,2011-12-09 10:02:00,1,372,1581.5714285714287,3,0.45266254335361894,💎 Loyal Customers
12434,85,2,806.14,16.122799999999998,8.336415331029794,394,7.88,2011-03-24 13:05:00,2011-09-16 12:38:00,1,175,197.0,3,0.5193668005490192,💎 Loyal Customers
12435,80,2,7829.89,217.49694444444447,118.22086735838245,2055,57.083333333333336,2011-03-17 07:40:00,2011-09-21 09:06:00,1,188,1027.5,3,0.23226831125806205,💎 Loyal Customers
12436,100,1,509.01,31.813125,18.84557161731459,211,13.1875,2011-09-01 12:09:00,2011-09-01 12:09:00,1,0,211.0,3,0.3840349015966149,💎 Loyal Customers
12437,2,18,4951.41,24.88145728643216,18.247716430729014,2922,14.683417085427136,2011-01-12 14:13:00,2011-12-08 11:35:00,1,329,162.33333333333334,3,0.41530226239377466,💎 Loyal Customers
12438,14,2,2906.85,29.66173469387755,40.54791789245686,1180,12.040816326530612,2011-07-22 13:29:00,2011-11-25 13:28:00,1,125,590.0,3,0.676688368912875,💎 Loyal Customers
12441,367,1,173.55,15.77727272727273,4.004083143265363,121,11.0,2010-12-08 10:45:00,2010-12-08 10:45:00,1,0,121.0,0,0.6112990684370807,⚠️ At-Risk Customers
12442,3,1,172.06,14.338333333333333,8.012192791822558,182,15.166666666666666,2011-12-06 14:22:00,2011-12-06 14:22:00,1,0,182.0,3,0.659485082360585,💎 Loyal Customers
12444,21,5,5005.46,28.440113636363638,36.38456452930298,1153,6.551136363636363,2011-06-21 14:00:00,2011-11-18 13:23:00,1,149,230.6,3,0.6522923711197397,💎 Loyal Customers
12445,22,1,133.4,33.35,16.22621335986927,62,15.5,2011-11-17 18:43:00,2011-11-17 18:43:00,1,0,62.0,3,0.6619939780344476,💎 Loyal Customers
12446,58,1,1002.3100000000001,17.584385964912283,6.119333243775087,351,6.157894736842105,2011-10-13 12:50:00,2011-10-13 12:50:00,1,0,351.0,3,0.6161067932829198,💎 Loyal Customers
12447,243,1,476.49,18.326538461538462,7.176101973805942,190,7.3076923076923075,2011-04-10 13:25:00,2011-04-10 13:25:00,1,0,190.0,0,0.6788000159194991,⚠️ At-Risk Customers
12448,44,1,449.45,20.429545454545455,19.12305152907218,243,11.045454545454545,2011-10-26 13:46:00,2011-10-26 13:46:00,1,0,243.0,3,0.6487757503256721,💎 Loyal Customers
12449,22,4,4067.29,21.294712041884818,17.994325824835112,1553,8.13089005235602,2011-06-05 15:37:00,2011-11-17 13:46:00,1,164,388.25,3,0.6756949036211436,💎 Loyal Customers
12450,156,2,197.88,24.735,18.193495698031363,128,16.0,2011-06-19 14:36:00,2011-07-06 14:41:00,1,17,64.0,0,0.2379202199945505,⚠️ At-Risk Customers
12451,11,5,9035.52,25.524067796610172,21.135579050968854,6575,18.573446327683616,2011-01-19 09:05:00,2011-11-29 08:40:00,1,313,1315.0,3,0.5528609830889596,💎 Loyal Customers
12452,17,2,430.57,19.571363636363635,16.023037669155816,185,8.409090909090908,2011-11-23 08:05:00,2011-11-23 10:28:00,1,0,92.5,3,0.6941696121802322,💎 Loyal Customers
12453,134,1,707.09,16.443953488372095,5.037722056802528,473,11.0,2011-07-28 14:08:00,2011-07-28 14:08:00,1,0,473.0,3,0.02442126984821351,💎 Loyal Customers
12454,56,1,3528.34,235.22266666666667,104.4952025875328,1006,67.06666666666666,2011-10-14 17:13:00,2011-10-14 17:13:00,1,0,1006.0,3,0.27859687236516667,💎 Loyal Customers
12455,73,6,2466.86,27.409555555555556,23.523037711380642,2089,23.211111111111112,2011-02-16 09:56:00,2011-09-27 15:31:00,1,223,348.1666666666667,3,0.5749204557704721,💎 Loyal Customers
12456,44,3,3181.04,25.44832,34.238720340309676,1633,13.064,2011-03-30 09:12:00,2011-10-26 14:41:00,1,210,544.3333333333334,3,0.6660060724891987,💎 Loyal Customers
12457,66,7,2363.23,38.11661290322581,46.29048069629005,843,13.596774193548388,2011-04-14 18:57:00,2011-10-04 13:13:00,1,172,120.42857142857143,3,0.5794038720915526,💎 Loyal Customers
12458,71,2,947.4,24.931578947368422,18.02832329094384,506,13.31578947368421,2011-02-28 10:55:00,2011-09-29 15:25:00,1,213,253.0,3,0.5928070903142985,💎 Loyal Customers
12461,94,2,826.88,23.62514285714286,32.83688746905623,287,8.2,2011-07-08 10:23:00,2011-09-06 16:57:00,1,60,143.5,3,0.46029599855529135,💎 Loyal Customers
12462,19,2,1189.59,19.186935483870965,21.327398878292733,536,8.64516129032258,2011-02-09 14:44:00,2011-11-21 09:11:00,1,284,268.0,3,0.6970072807053416,💎 Loyal Customers
12463,53,4,1344.78,16.202168674698793,7.328468719731287,776,9.349397590361447,2011-04-12 12:47:00,2011-10-17 13:44:00,1,188,194.0,3,0.6699451951487323,💎 Loyal Customers
12464,10,8,1212.05,41.79482758620689,26.566101335118468,112,3.8620689655172415,2011-02-03 13:30:00,2011-11-29 13:33:00,1,299,14.0,3,0.6421994861123157,💎 Loyal Customers
12465,17,2,742.1899999999999,15.79127659574468,6.353031668294546,479,10.191489361702128,2011-06-23 13:37:00,2011-11-22 16:34:00,1,152,239.5,3,0.6959179812950755,💎 Loyal Customers
12468,188,2,729.5400000000001,19.19842105263158,11.894366717135766,366,9.631578947368421,2011-01-27 13:29:00,2011-06-05 11:36:00,1,128,183.0,0,0.4942105368975022,⚠️ At-Risk Customers
12471,2,30,19824.05,43.09576086956522,76.19169714190105,8212,17.85217391304348,2010-12-10 09:35:00,2011-12-07 15:43:00,1,362,273.73333333333335,3,0.20815189050854635,💎 Loyal Customers
12472,32,7,6572.11,19.386755162241887,15.530018825041692,4148,12.23598820058997,2010-12-05 14:19:00,2011-11-07 14:01:00,1,336,592.5714285714286,3,0.5888627821455228,💎 Loyal Customers
12473,29,5,3938.5499999999997,23.443749999999998,53.242991326316854,2439,14.517857142857142,2011-06-01 10:15:00,2011-11-10 13:46:00,1,162,487.8,3,0.6719551736705738,💎 Loyal Customers
12474,17,18,7375.79,17.395731132075472,10.212934432582509,4847,11.431603773584905,2011-01-14 10:06:00,2011-11-22 14:39:00,1,312,269.27777777777777,3,0.3922373626846056,💎 Loyal Customers
12475,54,1,723.38,20.093888888888888,10.979105942725358,535,14.86111111111111,2011-10-17 10:10:00,2011-10-17 10:10:00,1,0,535.0,3,0.627433655638314,💎 Loyal Customers
12476,16,11,6816.42,29.255021459227468,26.005650763997817,2408,10.334763948497853,2010-12-13 14:39:00,2011-11-24 12:40:00,1,345,218.9090909090909,3,0.5335228974177805,💎 Loyal Customers
12477,23,6,13219.74,44.065799999999996,48.76364839072834,3653,12.176666666666666,2011-02-11 12:45:00,2011-11-17 09:51:00,1,278,608.8333333333334,3,0.4354900185530684,💎 Loyal Customers
12478,4,1,680.99,18.91638888888889,20.812875568850277,236,6.555555555555555,2011-12-06 09:56:00,2011-12-06 09:56:00,1,0,236.0,3,0.6640923410241142,💎 Loyal Customers
12479,11,1,527.2,17.006451612903227,9.067401152254927,385,12.419354838709678,2011-11-28 13:26:00,2011-11-28 13:26:00,1,0,385.0,3,0.668427744518255,💎 Loyal Customers
12480,28,4,3281.63,21.309285714285714,28.908123428200177,1707,11.084415584415584,2011-01-07 15:27:00,2011-11-11 14:52:00,1,307,426.75,3,0.6890239586862851,💎 Loyal Customers
12481,23,10,5596.32,25.789493087557602,20.611551737305664,3304,15.225806451612904,2010-12-09 10:13:00,2011-11-17 08:29:00,1,342,330.4,3,0.5662526827480994,💎 Loyal Customers
12483,17,8,2484.98,33.133066666666664,31.407259488477756,1110,14.8,2011-01-04 14:20:00,2011-11-22 17:02:00,1,322,138.75,3,0.6455063460102322,💎 Loyal Customers
12484,33,6,4541.72,13.126358381502891,17.15008436296153,2191,6.332369942196531,2011-01-07 14:04:00,2011-11-07 11:37:00,1,303,365.1666666666667,3,0.6450726176489703,💎 Loyal Customers
12488,10,3,1298.66,23.612000000000002,16.826931830099472,529,9.618181818181819,2011-09-25 10:34:00,2011-11-30 08:50:00,1,65,176.33333333333334,3,0.7049667723385121,💎 Loyal Customers
12489,336,1,334.93,22.328666666666667,8.673208227200645,105,7.0,2011-01-07 13:13:00,2011-01-07 13:13:00,1,0,105.0,0,0.6522147321781446,⚠️ At-Risk Customers
12490,5,10,5417.93,22.114,17.133910877765565,3064,12.506122448979593,2011-01-14 09:13:00,2011-12-04 16:07:00,1,324,306.4,3,0.579189292589579,💎 Loyal Customers
12491,39,1,460.40000000000003,17.70769230769231,9.367493712916943,260,10.0,2011-11-01 12:18:00,2011-11-01 12:18:00,1,0,260.0,3,0.6571722410246047,💎 Loyal Customers
12492,63,2,263.21000000000004,13.160500000000003,5.372805280200221,192,9.6,2011-08-26 14:51:00,2011-10-07 15:15:00,1,42,96.0,3,0.6196812654611916,💎 Loyal Customers
12493,166,2,433.74,19.715454545454545,5.7762227955256185,207,9.409090909090908,2011-05-26 14:53:00,2011-06-27 10:17:00,1,31,103.5,0,0.336104198381845,⚠️ At-Risk Customers
12494,16,7,1246.1000000000001,16.183116883116885,7.523139437715911,707,9.181818181818182,2010-12-09 11:31:00,2011-11-24 09:34:00,1,349,101.0,3,0.6703933699181914,💎 Loyal Customers
12497,82,1,1043.1,74.50714285714285,44.84968852109857,1236,88.28571428571429,2011-09-19 12:29:00,2011-09-19 12:29:00,1,0,1236.0,3,0.456095222486238,💎 Loyal Customers
12498,21,3,403.70000000000005,17.55217391304348,6.960856110175046,159,6.913043478260869,2011-10-13 09:30:00,2011-11-18 12:53:00,1,36,53.0,3,0.7063058420291732,💎 Loyal Customers
12500,23,11,4257.82,69.80032786885245,96.51899053152205,2678,43.90163934426229,2011-01-10 09:48:00,2011-11-16 16:20:00,1,310,243.45454545454547,3,0.5386650828957673,💎 Loyal Customers
12501,337,1,2169.39,14.559664429530201,11.642558487285982,1783,11.966442953020135,2011-01-07 12:28:00,2011-01-07 12:28:00,1,0,1783.0,0,0.6391048335436481,⚠️ At-Risk Customers
12502,96,5,3723.87,25.332448979591835,29.728509806771058,820,5.578231292517007,2011-02-03 10:41:00,2011-09-05 11:52:00,1,214,164.0,3,0.45242074693463474,💎 Loyal Customers
12504,18,2,482.04999999999995,53.5611111111111,46.544862617813266,90,10.0,2011-11-09 14:56:00,2011-11-21 16:02:00,1,12,45.0,3,0.6667446351391869,💎 Loyal Customers
12506,233,1,73.5,3.1956521739130435,2.086586656124731,23,1.0,2011-04-21 08:54:00,2011-04-21 08:54:00,1,0,23.0,0,0.651885012158089,⚠️ At-Risk Customers
12507,134,3,1304.81,62.13380952380952,54.53008953561239,894,42.57142857142857,2011-02-14 09:24:00,2011-07-28 17:09:00,1,164,298.0,3,0.07770128455893235,💎 Loyal Customers
12508,26,2,398.27,5.772028985507246,4.446343368666961,272,3.9420289855072466,2011-11-10 16:27:00,2011-11-13 15:37:00,1,2,136.0,3,0.6884905336215555,💎 Loyal Customers
12509,284,1,176.5,25.214285714285715,18.9161684431977,55,7.857142857142857,2011-02-28 14:45:00,2011-02-28 14:45:00,1,0,55.0,0,0.69675500391505,⚠️ At-Risk Customers
12510,143,2,982.5699999999999,29.774848484848484,32.124828805109225,353,10.696969696969697,2011-01-18 14:04:00,2011-07-20 10:15:00,1,182,176.5,0,0.07367906882970036,⚠️ At-Risk Customers
12512,66,2,138.03,4.059705882352941,2.871632927177357,99,2.911764705882353,2011-10-04 14:53:00,2011-10-04 14:55:00,1,0,49.5,3,0.6006307348672641,💎 Loyal Customers
12513,113,1,612.29,17.494,9.986948600695868,462,13.2,2011-08-19 10:51:00,2011-08-19 10:51:00,1,0,462.0,3,0.27175233146616073,💎 Loyal Customers
12514,267,1,1017.68,19.954509803921567,10.635650297696987,440,8.627450980392156,2011-03-17 16:38:00,2011-03-17 16:38:00,1,0,440.0,0,0.6947374600864573,⚠️ At-Risk Customers
12515,353,1,383.7,23.98125,22.111873695671594,131,8.1875,2010-12-21 15:43:00,2010-12-21 15:43:00,1,0,131.0,0,0.6306216776759577,⚠️ At-Risk Customers
12516,78,2,1312.06,50.46384615384615,32.54597290933833,875,33.65384615384615,2011-06-12 11:37:00,2011-09-23 09:13:00,1,102,437.5,3,0.5376691438406066,💎 Loyal Customers
12517,28,5,2502.84,8.812816901408452,8.341167975955502,1371,4.827464788732394,2011-06-02 15:13:00,2011-11-11 14:04:00,1,161,274.2,3,0.6928638064614561,💎 Loyal Customers
12518,1,5,2056.89,16.58782258064516,8.975297314683546,1318,10.629032258064516,2011-08-21 13:18:00,2011-12-09 10:13:00,1,109,263.6,3,0.6934746347521334,💎 Loyal Customers
12519,64,1,340.84,18.935555555555553,10.909873683542338,183,10.166666666666666,2011-10-07 09:26:00,2011-10-07 09:26:00,1,0,183.0,3,0.5927811320024934,💎 Loyal Customers
12520,79,5,2634.26,17.330657894736845,11.726679982218656,1439,9.467105263157896,2011-03-11 11:35:00,2011-09-21 15:23:00,1,194,287.8,3,0.5591824474895675,💎 Loyal Customers
12521,143,1,599.68,15.781052631578946,8.921051867890215,309,8.131578947368421,2011-07-20 10:51:00,2011-07-20 10:51:00,1,0,309.0,0,0.09853160689544077,⚠️ At-Risk Customers
12522,39,2,192.72,16.06,4.292248827829067,194,16.166666666666668,2011-10-19 14:41:00,2011-10-31 15:30:00,1,12,97.0,3,0.6794684742972703,💎 Loyal Customers
12523,19,11,1789.77,16.884622641509434,5.421290511365846,865,8.160377358490566,2011-01-12 09:43:00,2011-11-20 12:55:00,1,312,78.63636363636364,3,0.5695911105610582,💎 Loyal Customers
12524,9,8,4485.72,31.150833333333335,33.07600885140862,3699,25.6875,2011-01-10 10:35:00,2011-11-30 15:31:00,1,324,462.375,3,0.6288718245747591,💎 Loyal Customers
12526,1,3,1316.66,18.54450704225352,8.519842518452757,632,8.901408450704226,2011-09-06 14:19:00,2011-12-09 12:09:00,1,93,210.66666666666666,3,0.6962123525179577,💎 Loyal Customers
12527,82,3,348.71000000000004,19.37277777777778,13.665484131048844,234,13.0,2011-01-18 12:05:00,2011-09-19 11:55:00,1,243,78.0,3,0.5470314761077539,💎 Loyal Customers
